" Feature Name"|"Antarctica ID"|"Class"|"Latitude"|"Longitude"|"Elevation (m)"|"Decision Year"|"Date Last Modified"|
"Gair Glacier"|"5423"|"Glacier"|"730300S"|"1663200E"|""|"01-JAN-1967"|""
"Gallup Glacier"|"5440"|"Glacier"|"850900S"|"1775000W"|""|"01-JAN-1966"|""
"Gamble Glacier"|"18493"|"Glacier"|"810600S"|"1564500E"|""|"01-JAN-2003"|""
"Gannutz Glacier"|"5460"|"Glacier"|"702400S"|"1621100E"|""|"01-JAN-1970"|""
"Gardiner Glacier"|"5479"|"Glacier"|"860100S"|"1314800W"|""|"01-JAN-1967"|""
"Garfield Glacier"|"5490"|"Glacier"|"745700S"|"1363500W"|""|"01-JAN-1974"|""
"Garrard Glacier"|"5502"|"Glacier"|"840700S"|"1693500E"|""|"01-JAN-1966"|""
"Garwood Glacier"|"5504"|"Glacier"|"780051S"|"1635655E"|""|"01-JAN-1960"|""
"Gatlin Glacier"|"5519"|"Glacier"|"851000S"|"1733000W"|""|"01-JAN-1966"|""
"Gauss Glacier"|"5530"|"Glacier"|"775814S"|"1634421E"|""|"01-JAN-1993"|""
"Gaussiran Glacier"|"18023"|"Glacier"|"800000S"|"1591000E"|""|"01-JAN-2000"|""
"Geikie Glacier"|"5554"|"Glacier"|"541700S"|"0364100W"|""|"01-JAN-1953"|""
"Gentle Glacier"|"5574"|"Glacier"|"764600S"|"1611500E"|""|"01-JAN-1993"|""
"Geodetic Glacier"|"5577"|"Glacier"|"774502S"|"1634723E"|""|"01-JAN-1993"|""
"Geoid Glacier"|"5581"|"Glacier"|"774820S"|"1634701E"|""|"01-JAN-1993"|""
"George Glacier"|"5595"|"Glacier"|"704100S"|"1641500E"|""|"01-JAN-1970"|""
"Gerasimou Glacier"|"5612"|"Glacier"|"844200S"|"1770300W"|""|"01-JAN-1966"|""
"Gerontius Glacier"|"5623"|"Glacier"|"693100S"|"0703400W"|""|""|""
"Gerry Glacier"|"5625"|"Glacier"|"772400S"|"1520500W"|""|"01-JAN-1970"|""
"Geysen Glacier"|"5638"|"Glacier"|"733100S"|"0643600E"|""|"01-JAN-1967"|""
"Giaever Glacier"|"5639"|"Glacier"|"723700S"|"0310800E"|""|"01-JAN-1962"|""
"Gibbs Glacier"|"5651"|"Glacier"|"682800S"|"0660000W"|""|"01-JAN-1962"|""
"Gilbert Glacier"|"5673"|"Glacier"|"700000S"|"0710000W"|""|""|""
"Gilchrist Glacier"|"5678"|"Glacier"|"660700S"|"1140600E"|""|"01-JAN-1955"|""
"Gildea Glacier"|"18900"|"Glacier"|"783800S"|"0853900W"|""|"01-NOV-2006"|""
"Giles Glacier"|"18846"|"Glacier"|"784000S"|"0844600W"|""|"01-NOV-2006"|""
"Gillespie Glacier"|"5681"|"Glacier"|"851100S"|"1751200W"|""|"01-JAN-1966"|""
"Gillock Glacier"|"5692"|"Glacier"|"720000S"|"0240800E"|""|"01-JAN-1966"|"07-Mar-1997"
"Gjel Glacier"|"5710"|"Glacier"|"715300S"|"0245500E"|""|"01-JAN-1966"|""
"Glazunov Glacier"|"18804"|"Glacier"|"722500S"|"0713700W"|""|"01-JAN-2006"|""
"Glee Glacier"|"5739"|"Glacier"|"781600S"|"1630000E"|""|"01-JAN-1974"|""
"Glen Glacier"|"5741"|"Glacier"|"804400S"|"0251600W"|""|"01-JAN-1962"|""
"Glenzer Glacier"|"5743"|"Glacier"|"655800S"|"1031500E"|""|"01-JAN-1955"|""
"Glezen Glacier"|"17694"|"Glacier"|"763200S"|"1621800E"|""|"01-JAN-2000"|""
"Glimpse Glacier"|"5746"|"Glacier"|"781600S"|"1624600E"|""|"01-JAN-1973"|""
"Glitrefonna Glacier"|"5749"|"Glacier"|"715700S"|"0253300E"|""|"01-JAN-1966"|""
"Glukhoy Glacier"|"19210"|"Glacier"|"704824S"|"0674547E"|""|"20-OCT-2009"|"07-Jan-2010"
"Gluvreklett Glacier"|"5765"|"Glacier"|"721400S"|"0023500E"|""|"01-JAN-1966"|""
"Godwit Glacier"|"17645"|"Glacier"|"773537S"|"1621236E"|""|"01-JAN-1998"|"15-Jun-2008"
"Goetel Glacier"|"18549"|"Glacier"|"620400S"|"0581900W"|""|"01-JAN-2003"|""
"Goff Glacier"|"18561"|"Glacier"|"721400S"|"0972600W"|""|"01-JAN-2003"|""
"Goldman Glacier"|"5801"|"Glacier"|"774222S"|"1625126E"|""|"01-JAN-1964"|""
"Goldsmith Glacier"|"5805"|"Glacier"|"785600S"|"0274200W"|""|"01-JAN-1962"|""
"Good Glacier"|"5828"|"Glacier"|"841200S"|"1775000E"|""|"01-JAN-1962"|""
"Goodale Glacier"|"5824"|"Glacier"|"853500S"|"1562400W"|""|"01-JAN-1967"|""
"Goodell Glacier"|"18345"|"Glacier"|"725500S"|"0883000W"|""|"01-JAN-2003"|""
"Goodenough Glacier"|"5827"|"Glacier"|"720000S"|"0664000W"|""|""|""
"Goodspeed Glacier"|"5831"|"Glacier"|"772950S"|"1622910E"|""|"01-JAN-1962"|""
"Goodwin Glacier"|"5834"|"Glacier"|"650600S"|"0625700W"|""|"01-JAN-1965"|"07-Mar-1997"
"Gopher Glacier"|"5841"|"Glacier"|"732800S"|"0940000W"|""|"01-JAN-1963"|""
"Gordon Glacier"|"5846"|"Glacier"|"801700S"|"0260900W"|""|"01-JAN-1962"|""
"Gotley Glacier"|"5873"|"Glacier"|"531000S"|"0732700E"|""|"01-JAN-1957"|""
"Gough Glacier"|"5877"|"Glacier"|"844200S"|"1713500W"|""|"01-JAN-1966"|"07-Apr-2004"
"Gould Glacier"|"5884"|"Glacier"|"664700S"|"0643900W"|""|"01-JAN-1960"|""
"Gourdon Glacier"|"5894"|"Glacier"|"641500S"|"0572200W"|""|"01-JAN-1956"|""
"Gowan Glacier"|"5905"|"Glacier"|"790700S"|"0853900W"|""|"01-JAN-1966"|""
"Graae Glacier"|"5911"|"Glacier"|"544800S"|"0361000W"|""|"01-JAN-1963"|""
"Grace Glacier"|"5914"|"Glacier"|"540400S"|"0372300W"|""|"01-JAN-1953"|""
"Gran Glacier"|"5939"|"Glacier"|"765600S"|"1611400E"|""|"01-JAN-1962"|""
"Graveson Glacier"|"5966"|"Glacier"|"710000S"|"1634500E"|""|"01-JAN-1964"|""
"Gray Glacier"|"5974"|"Glacier"|"822300S"|"1593500E"|""|"01-JAN-1966"|"07-Mar-1997"
"Green Glacier"|"5999"|"Glacier"|"645800S"|"0615200W"|""|"01-JAN-1963"|""
"Green Glacier"|"6000"|"Glacier"|"794300S"|"1561000E"|""|"01-JAN-1968"|""
"Greenall Glacier"|"19241"|"Glacier"|"731326S"|"0681818E"|""|"20-OCT-2009"|"07-Jan-2010"
"Greenwell Glacier"|"6017"|"Glacier"|"712000S"|"1650000E"|""|"01-JAN-1964"|""
"Gregory Glacier"|"6027"|"Glacier"|"640800S"|"0604800W"|""|"01-JAN-1965"|""
"Gressitt Glacier"|"6036"|"Glacier"|"713000S"|"1611500E"|""|"01-JAN-1964"|""
"Griffith Glacier"|"6046"|"Glacier"|"861100S"|"1492400W"|""|"01-JAN-1967"|""
"Griffiths Glacier"|"17695"|"Glacier"|"770933S"|"1621531E"|""|"01-JAN-2000"|""
"Grimes Glacier"|"6055"|"Glacier"|"791200S"|"0842200W"|""|"01-JAN-1966"|""
"Grimley Glacier"|"6057"|"Glacier"|"690900S"|"0644000W"|""|"01-JAN-1962"|""
"Grotto Glacier"|"6082"|"Glacier"|"704500S"|"0683500W"|""|"01-JAN-1955"|""
"Grubb Glacier"|"6089"|"Glacier"|"645600S"|"0623800W"|""|"01-JAN-1965"|""
"Gruendler Glacier"|"6093"|"Glacier"|"723800S"|"1672800E"|""|"01-JAN-1970"|""
"Gruening Glacier"|"6095"|"Glacier"|"715200S"|"0615500W"|""|"01-JAN-1947"|"07-Mar-1997"
"Guard Glacier"|"6109"|"Glacier"|"710100S"|"0621000W"|""|"01-JAN-1976"|""
"Guerrero Glacier"|"6126"|"Glacier"|"783200S"|"0841500W"|""|"01-JAN-1961"|""
"Gunnestad Glacier"|"6155"|"Glacier"|"720300S"|"0235000E"|""|"01-JAN-1962"|""
"Gurling Glacier"|"6158"|"Glacier"|"703400S"|"0622000W"|""|"01-JAN-1976"|""
"Gutenberg Glacier"|"18284"|"Glacier"|"815800S"|"1583200E"|""|"01-JAN-2003"|"31-Jan-2003"
"Haas Glacier"|"6183"|"Glacier"|"854500S"|"1645500W"|""|"01-JAN-1967"|""
"Haefeli Glacier"|"6198"|"Glacier"|"671800S"|"0662300W"|""|"01-JAN-1956"|""
"Haffner Glacier"|"6199"|"Glacier"|"712800S"|"1692400E"|""|""|""
"Haines Glacier"|"6218"|"Glacier"|"732100S"|"0623300W"|""|"01-JAN-1953"|""
"Hale Glacier"|"6224"|"Glacier"|"721300S"|"1003300W"|""|"01-JAN-1960"|"28-Jan-2004"
"Haley Glacier"|"6226"|"Glacier"|"713300S"|"0615000W"|""|"01-JAN-1976"|""
"Hall Glacier"|"18936"|"Glacier"|"735400S"|"0762300W"|""|"17-JUL-2007"|""
"Hamberg Glacier"|"6272"|"Glacier"|"542100S"|"0363100W"|""|"01-JAN-1953"|""
"Hamblin Glacier"|"6276"|"Glacier"|"662400S"|"0650700W"|""|"01-JAN-1971"|""
"Hamilton Glacier"|"6287"|"Glacier"|"824000S"|"1601500E"|""|"01-JAN-1966"|""
"Hamilton Glacier"|"18347"|"Glacier"|"773300S"|"1572500W"|""|"01-JAN-2003"|""
"Hammond Glacier"|"6294"|"Glacier"|"772500S"|"1460000W"|""|"01-JAN-1947"|""
"Hampton Glacier"|"6304"|"Glacier"|"692000S"|"0700500W"|""|"01-JAN-1955"|""
"Hand Glacier"|"6312"|"Glacier"|"725800S"|"1680500E"|""|"01-JAN-1970"|""
"Hansen Glacier"|"6331"|"Glacier"|"782100S"|"0843300W"|""|"01-JAN-1961"|"05-Jun-2000"
"Hansenbreen"|"6330"|"Glacier"|"720600S"|"0224500E"|""|"01-JAN-1965"|""
"Harbord Glacier"|"6355"|"Glacier"|"755500S"|"1622400E"|""|"01-JAN-1949"|""
"Harbord Glacier Tongue"|"6356"|"Glacier"|"755500S"|"1625000E"|""|""|""
"Harbour Glacier"|"6360"|"Glacier"|"644900S"|"0632600W"|""|"01-JAN-1951"|""
"Harbour Glacier"|"18821"|"Glacier"|"770200S"|"1625400E"|""|"01-JAN-2006"|""
"Harbour Glacier Tongue"|"18822"|"Glacier"|"770100S"|"1625500E"|""|"01-JAN-2006"|""
"Hargreaves Glacier"|"6380"|"Glacier"|"694600S"|"0742000E"|""|"01-JAN-1956"|""
"Hariot Glacier"|"6382"|"Glacier"|"690000S"|"0662000W"|""|"01-JAN-1962"|""
"Harker Glacier"|"6384"|"Glacier"|"542200S"|"0363200W"|""|"01-JAN-1953"|""
"Harlin Glacier"|"6387"|"Glacier"|"705300S"|"1605000E"|""|"01-JAN-1964"|""
"Harmer Glacier"|"6389"|"Glacier"|"544600S"|"0361500W"|""|"01-JAN-1963"|""
"Harp Glacier"|"17380"|"Glacier"|"773143S"|"1631401E"|""|"01-JAN-1997"|""
"Harper Glacier"|"6401"|"Glacier"|"735200S"|"1630500E"|""|"01-JAN-1969"|""
"Harrison Glacier"|"6415"|"Glacier"|"661400S"|"1311500E"|""|"01-JAN-1955"|""
"Hart Glacier"|"6437"|"Glacier"|"773108S"|"1622534E"|""|"01-JAN-1962"|""
"Harwell Glacier"|"6453"|"Glacier"|"845700S"|"1712900W"|""|"01-JAN-1966"|""
"Haselton Glacier"|"18740"|"Glacier"|"772107S"|"1604507E"|""|"01-JAN-2005"|""
"Haskell Glacier"|"6459"|"Glacier"|"733400S"|"0941300W"|""|"01-JAN-1963"|""
"Hatherton Glacier"|"6475"|"Glacier"|"795500S"|"1573500E"|""|"01-JAN-1962"|""
"Hawkins Glacier"|"6503"|"Glacier"|"663400S"|"1073100E"|""|"01-JAN-1955"|""
"Hayes Glacier"|"6511"|"Glacier"|"761600S"|"0275400W"|""|"01-JAN-1970"|""
"Haynes Glacier"|"6517"|"Glacier"|"752500S"|"1093000W"|""|"01-JAN-1967"|""
"Hays Glacier"|"6521"|"Glacier"|"674000S"|"0461800E"|""|"01-JAN-1965"|""
"Heaney Glacier"|"6538"|"Glacier"|"542500S"|"0361200W"|""|"01-JAN-1956"|""
"Heap Glacier"|"6539"|"Glacier"|"790300S"|"1592000E"|""|"01-JAN-1965"|""
"Hearfield Glacier"|"6544"|"Glacier"|"722600S"|"1674200E"|""|"01-JAN-1964"|""
"Hedblom Glacier"|"17696"|"Glacier"|"763400S"|"1622400E"|""|"01-JAN-2000"|""
"Hedley Glacier"|"6559"|"Glacier"|"774821S"|"1620646E"|""|"01-JAN-1972"|""
"Heezen Glacier"|"6563"|"Glacier"|"724500S"|"0611800W"|""|""|""
"Hei Glacier"|"6571"|"Glacier"|"722900S"|"0003500E"|""|"01-JAN-1966"|""
"Heidemann Glacier"|"6570"|"Glacier"|"823300S"|"1625000E"|""|"01-JAN-1967"|""
"Heilman Glacier"|"6573"|"Glacier"|"823700S"|"1604600E"|""|"01-JAN-1966"|""
"Heim Glacier"|"6577"|"Glacier"|"672800S"|"0665500W"|""|"01-JAN-1956"|""
"Heimdall Glacier"|"6575"|"Glacier"|"773442S"|"1615054E"|""|"01-JAN-1976"|""
"Heitō Glacier"|"6587"|"Glacier"|"691600S"|"0394800E"|""|"01-JAN-1975"|""
"Hektoria Glacier"|"6590"|"Glacier"|"650300S"|"0613100W"|""|"01-JAN-1963"|""
"Held Glacier"|"6593"|"Glacier"|"844700S"|"1770000W"|""|"01-JAN-1966"|""
"Helen Glacier"|"6599"|"Glacier"|"664000S"|"0935500E"|""|"01-JAN-1947"|""
"Helen Glacier Tongue"|"6600"|"Glacier"|"663300S"|"0940000E"|""|"01-JAN-1947"|""
"Helfferich Glacier"|"6604"|"Glacier"|"703500S"|"1601200E"|""|"01-JAN-1970"|""
"Helland Glacier"|"6608"|"Glacier"|"542900S"|"0363700W"|""|"01-JAN-1963"|""
"Helm Glacier"|"6621"|"Glacier"|"830700S"|"1623000E"|""|"01-JAN-1966"|""
"Helman Glacier"|"6618"|"Glacier"|"721200S"|"1682800E"|""|"01-JAN-1970"|""
"Helmore Glacier"|"19239"|"Glacier"|"730354S"|"0681841E"|""|"20-OCT-2009"|"07-Jan-2010"
"Henderson Glacier"|"6639"|"Glacier"|"794700S"|"0822500W"|""|"01-JAN-1966"|""
"Henningsen Glacier"|"6653"|"Glacier"|"542700S"|"0364200W"|""|"01-JAN-1963"|""
"Henryk Glacier"|"18651"|"Glacier"|"644200S"|"0623000W"|""|"01-JAN-2004"|""
"Henson Glacier"|"6670"|"Glacier"|"640600S"|"0601100W"|""|"01-JAN-1960"|""
"Herbertson Glacier"|"6675"|"Glacier"|"774313S"|"1634850E"|""|"01-JAN-1964"|""
"Herbst Glacier"|"6677"|"Glacier"|"754000S"|"1320700W"|""|"01-JAN-1974"|""
"Hermes Glacier"|"6696"|"Glacier"|"685900S"|"0651500W"|""|"01-JAN-1962"|""
"Herz Glacier"|"6729"|"Glacier"|"544100S"|"0355800W"|""|"01-JAN-1965"|""
"Hess Glacier"|"6735"|"Glacier"|"671300S"|"0650500W"|""|"01-JAN-1952"|""
"Hette Glacier"|"6744"|"Glacier"|"714300S"|"0263500E"|""|"01-JAN-1966"|""
"Hewitt Glacier"|"6750"|"Glacier"|"831700S"|"1675000E"|""|"01-JAN-1961"|""
"Hewson Glacier"|"6752"|"Glacier"|"841200S"|"1694500E"|""|"01-JAN-1966"|""
"Higashi-naga-iwa Glacier"|"6765"|"Glacier"|"682700S"|"0413800E"|""|"01-JAN-1968"|""
"Highton Glacier"|"6776"|"Glacier"|"611400S"|"0540300W"|""|"01-JAN-1993"|""
"Hill Glacier"|"6782"|"Glacier"|"730300S"|"0754000W"|""|"01-JAN-1968"|""
"Hindle Glacier"|"6790"|"Glacier"|"543400S"|"0360500W"|""|"01-JAN-1963"|"07-Mar-1997"
"Hinkley Glacier"|"18850"|"Glacier"|"782700S"|"0852000W"|""|"01-NOV-2006"|""
"Hinton Glacier"|"6800"|"Glacier"|"800300S"|"1571000E"|""|"01-JAN-1965"|""
"Hippocrates Glacier"|"6801"|"Glacier"|"642200S"|"0622200W"|""|"01-JAN-1960"|""
"Hlubeck Glacier"|"18562"|"Glacier"|"723000S"|"0970900W"|""|"01-JAN-2003"|""
"Hobbs Glacier"|"6830"|"Glacier"|"775327S"|"1641037E"|""|"01-JAN-1963"|""
"Hobbs Glacier"|"6831"|"Glacier"|"775400S"|"1642400E"|""|"01-AUG-1949"|"20-Jan-2010"
"Hodges Glacier"|"6845"|"Glacier"|"541600S"|"0363200W"|""|"01-JAN-1960"|""
"Hoek Glacier"|"6852"|"Glacier"|"660000S"|"0650400W"|""|"01-JAN-1971"|""
"Hoffman Glacier"|"6855"|"Glacier"|"832200S"|"1674000E"|""|"01-JAN-1966"|""
"Holcomb Glacier"|"6881"|"Glacier"|"753500S"|"1424800W"|""|"01-JAN-1972"|""
"Holdsworth Glacier"|"6888"|"Glacier"|"863000S"|"1540000W"|""|"01-JAN-1967"|""
"Hollingsworth Glacier"|"6898"|"Glacier"|"753300S"|"1595700E"|""|"01-JAN-1968"|""
"Holmes Glacier"|"6911"|"Glacier"|"664600S"|"1265400E"|""|"01-JAN-1953"|""
"Holoviak Glacier"|"6919"|"Glacier"|"712200S"|"0720900W"|""|""|""
"Holt Glacier"|"6929"|"Glacier"|"744000S"|"1103600W"|""|"01-JAN-1967"|""
"Holzrichter Glacier"|"6935"|"Glacier"|"845000S"|"1723000W"|""|"01-JAN-1966"|""
"Honeycomb Glacier"|"6944"|"Glacier"|"720700S"|"1695200E"|""|"01-JAN-1962"|""
"Honnør Glacier"|"6948"|"Glacier"|"692300S"|"0395000E"|""|"01-JAN-1964"|""
"Hood Glacier"|"6952"|"Glacier"|"835500S"|"1731000E"|""|"01-JAN-1962"|""
"Hooker Glacier"|"6959"|"Glacier"|"780342S"|"1630711E"|""|"01-JAN-1962"|""
"Hooper Glacier"|"6962"|"Glacier"|"644400S"|"0633700W"|""|"01-JAN-1963"|""
"Hopkins Glacier"|"6978"|"Glacier"|"663600S"|"0654200W"|""|"01-JAN-1964"|""
"Horne Glacier"|"6997"|"Glacier"|"711700S"|"1645600E"|""|"01-JAN-1970"|""
"Horntvedt Glacier"|"7010"|"Glacier"|"542500S"|"0032100E"|""|"01-JAN-1957"|""
"Horrall Glacier"|"7013"|"Glacier"|"750000S"|"1142800W"|""|"01-JAN-1967"|""
"Horton Glacier"|"7037"|"Glacier"|"673300S"|"0683000W"|""|""|""
"Hoseason Glacier"|"7040"|"Glacier"|"670600S"|"0580700E"|""|"01-JAN-1965"|""
"Hoshko Glacier"|"7044"|"Glacier"|"714900S"|"1632400E"|""|"01-JAN-1970"|""
"Hotine Glacier"|"7051"|"Glacier"|"650800S"|"0635200W"|""|"01-JAN-1971"|""
"Hough Glacier"|"7052"|"Glacier"|"783200S"|"0842000W"|""|"01-JAN-1961"|""
"Houliston Glacier"|"7057"|"Glacier"|"720000S"|"1643400E"|""|"01-JAN-1969"|""
"Hourihan Glacier"|"18025"|"Glacier"|"800800S"|"1584500E"|""|"01-JAN-2000"|""
"Houston Glacier"|"7064"|"Glacier"|"703400S"|"0620300W"|""|"01-JAN-1976"|""
"Hovde Glacier"|"7072"|"Glacier"|"691500S"|"0765500E"|""|"01-JAN-1956"|""
"Howard Glacier"|"7084"|"Glacier"|"774032S"|"1630506E"|""|"01-JAN-1960"|""
"Howarth Glacier"|"17333"|"Glacier"|"642300S"|"0572300W"|""|"01-JAN-1996"|"22-Sep-1998"
"Howchin Glacier"|"7090"|"Glacier"|"781200S"|"1632200E"|""|"01-JAN-1962"|""
"Howe Glacier"|"7092"|"Glacier"|"861400S"|"1491200W"|""|"01-JAN-1967"|""
"Hudman Glacier"|"7108"|"Glacier"|"785400S"|"0841200W"|""|"01-JAN-1961"|""
"Hueneme Glacier"|"7116"|"Glacier"|"854900S"|"1311500W"|""|"01-JAN-1967"|""
"Hughes Glacier"|"7126"|"Glacier"|"774417S"|"1622813E"|""|"01-JAN-1962"|""
"Hugi Glacier"|"7134"|"Glacier"|"661100S"|"0650700W"|""|"01-JAN-1971"|""
"Huka Kapo Glacier"|"18787"|"Glacier"|"772405S"|"1604202E"|""|"01-JAN-2006"|""
"Hulbe Glacier"|"18348"|"Glacier"|"734700S"|"1255500W"|""|"01-JAN-2003"|""
"Hull Glacier"|"7147"|"Glacier"|"750500S"|"1371500W"|""|"01-JAN-1966"|""
"Humphries Glacier"|"7171"|"Glacier"|"725100S"|"1685000E"|""|"01-JAN-1964"|""
"Hunt Glacier"|"7183"|"Glacier"|"765200S"|"1622500E"|""|"01-JAN-1952"|""
"Hunter Glacier"|"7182"|"Glacier"|"714400S"|"1630000E"|""|"01-JAN-1970"|""
"Huntress Glacier"|"7189"|"Glacier"|"624100S"|"0601700W"|""|"01-JAN-1960"|""
"Hurley Glacier"|"7196"|"Glacier"|"673400S"|"0683200W"|""|""|""
"Huron Glacier"|"7197"|"Glacier"|"623800S"|"0600200W"|""|"01-JAN-1960"|""
"Hushen Glacier"|"7202"|"Glacier"|"712600S"|"0725200W"|""|""|""
"Hyde Glacier"|"7234"|"Glacier"|"794800S"|"0834200W"|""|"01-JAN-1966"|""
"Hålisen Glacier"|"6240"|"Glacier"|"720200S"|"0085100E"|""|"01-JAN-1966"|""
"Ice Gate Glacier"|"18653"|"Glacier"|"645400S"|"0624500W"|""|"01-JAN-2004"|""
"Icebreaker Glacier"|"7252"|"Glacier"|"733700S"|"1661000E"|""|"01-JAN-1967"|""
"Ichime Glacier"|"7257"|"Glacier"|"682300S"|"0420800E"|""|"01-JAN-1964"|""
"Il Polo Glacier"|"7268"|"Glacier"|"695000S"|"0745400E"|""|"01-JAN-1956"|""
"Iliad Glacier"|"7265"|"Glacier"|"642700S"|"0632700W"|""|"01-JAN-1963"|""
"Ineson Glacier"|"7294"|"Glacier"|"640400S"|"0582200W"|""|""|""
"Ingham Glacier"|"7299"|"Glacier"|"725000S"|"1683800E"|""|"01-JAN-1964"|""
"Ironside Glacier"|"7355"|"Glacier"|"720800S"|"1694000E"|""|"01-JAN-1962"|""
"Irvine Glacier"|"7358"|"Glacier"|"744200S"|"0631500W"|""|"01-JAN-1951"|""
"Irving Glacier"|"17697"|"Glacier"|"761300S"|"1601600E"|""|"01-JAN-2000"|""
"Irwin Glacier"|"7362"|"Glacier"|"710700S"|"1632500E"|""|"01-JAN-1970"|""
"Isbrecht Glacier"|"18349"|"Glacier"|"721400S"|"1004600W"|""|"01-JAN-2003"|""
"Ising Glacier"|"7382"|"Glacier"|"722400S"|"0005700E"|""|"01-JAN-1966"|""
"Iskŭr Glacier"|"18531"|"Glacier"|"623800S"|"0595900W"|""|"01-JAN-2003"|"23-Jan-2004"
"Jaburg Glacier"|"7423"|"Glacier"|"824200S"|"0532500W"|""|"01-JAN-1968"|""
"Jacka Glacier"|"7424"|"Glacier"|"530000S"|"0732000E"|""|"01-JAN-1957"|""
"Jackson Glacier"|"7430"|"Glacier"|"744700S"|"1354500W"|""|"01-JAN-1974"|""
"Jacobel Glacier"|"18350"|"Glacier"|"774400S"|"1481700W"|""|"01-JAN-2003"|""
"Jacobsen Glacier"|"7435"|"Glacier"|"825800S"|"1670500E"|""|"01-JAN-1966"|""
"Jacoby Glacier"|"7440"|"Glacier"|"754800S"|"1320600W"|""|"01-JAN-1974"|""
"Jeffries Glacier"|"7514"|"Glacier"|"790200S"|"0281200W"|""|"01-JAN-1962"|""
"Jenkins Glacier"|"7523"|"Glacier"|"544600S"|"0360700W"|""|"01-JAN-1963"|"06-Apr-1998"
"Jenner Glacier"|"7525"|"Glacier"|"642700S"|"0623500W"|""|"01-JAN-1960"|""
"Jennings Glacier"|"7529"|"Glacier"|"715700S"|"0242200E"|""|"01-JAN-1966"|""
"Jensen Glacier"|"7537"|"Glacier"|"850500S"|"1704800E"|""|"01-JAN-1966"|"22-Dec-1999"
"Jeroboam Glacier"|"7541"|"Glacier"|"653800S"|"0624000W"|""|"01-JAN-1976"|""
"Jewell Glacier"|"7548"|"Glacier"|"541600S"|"0370800W"|""|""|""
"Jezek Glacier"|"7549"|"Glacier"|"775854S"|"1621313E"|""|"01-JAN-1992"|""
"Johns Glacier"|"7584"|"Glacier"|"854800S"|"1363000W"|""|"01-JAN-1967"|""
"Johnson Glacier"|"7593"|"Glacier"|"745500S"|"1344500W"|""|"01-JAN-1966"|""
"Johnsons Glacier"|"18532"|"Glacier"|"624000S"|"0602100W"|""|"01-JAN-2003"|"23-Jan-2004"
"Johnston Glacier"|"7611"|"Glacier"|"742500S"|"0622000W"|""|""|""
"Johnstone Glacier"|"7609"|"Glacier"|"715200S"|"1635300E"|""|"01-JAN-1970"|""
"Jones Glacier"|"7639"|"Glacier"|"663600S"|"0913000E"|""|"01-JAN-1955"|""
"Jorda Glacier"|"7649"|"Glacier"|"811800S"|"1594900E"|""|"01-JAN-1965"|""
"Jorquera Glacier"|"18718"|"Glacier"|"622800S"|"0593900W"|""|"01-JAN-2005"|""
"Jorum Glacier"|"7662"|"Glacier"|"651400S"|"0620300W"|""|"01-JAN-1963"|""
"Joughin Glacier"|"19164"|"Glacier"|"734600S"|"0622400W"|""|"07-JUL-2008"|""
"Joyce Glacier"|"7678"|"Glacier"|"780023S"|"1633625E"|""|"01-JAN-1960"|""
"Judith Glacier"|"7685"|"Glacier"|"802900S"|"1584900E"|""|"01-JAN-1965"|""
"Jupiter Glacier"|"7702"|"Glacier"|"705700S"|"0683000W"|""|"01-JAN-1955"|""
"Jutland Glacier"|"7708"|"Glacier"|"715500S"|"1661200E"|""|"01-JAN-1964"|""
"Jutulstraumen Glacier"|"7714"|"Glacier"|"713500S"|"0003000W"|""|"01-JAN-1966"|""
"Kaliakra Glacier"|"18533"|"Glacier"|"623500S"|"0601000W"|""|"01-JAN-2003"|""
"Kamb Glacier"|"7732"|"Glacier"|"775452S"|"1623857E"|""|"01-JAN-1992"|"07-Mar-1997"
"Kamp Glacier"|"7744"|"Glacier"|"714500S"|"0252400E"|""|"01-JAN-1966"|""
"Kannheiser Glacier"|"7753"|"Glacier"|"721000S"|"1014200W"|""|"01-JAN-1960"|"28-Jan-2004"
"Kansas Glacier"|"7754"|"Glacier"|"854200S"|"1343000W"|""|"01-JAN-1967"|""
"Kasumi Glacier"|"7780"|"Glacier"|"682000S"|"0422100E"|""|"01-JAN-1964"|""
"Kauffman Glacier"|"7791"|"Glacier"|"711500S"|"0611800W"|""|"01-JAN-1976"|""
"Kehle Glacier"|"7807"|"Glacier"|"785600S"|"1601800E"|""|"01-JAN-1965"|""
"Keilhau Glacier"|"7808"|"Glacier"|"541600S"|"0370400W"|""|"01-JAN-1963"|""
"Kellogg Glacier"|"7823"|"Glacier"|"715100S"|"0624100W"|""|"01-JAN-1976"|""
"Kelly Glacier"|"7825"|"Glacier"|"721900S"|"1685500E"|""|"01-JAN-1964"|""
"Keltie Glacier"|"7838"|"Glacier"|"845300S"|"1702000E"|""|"01-JAN-1952"|""
"Kempe Glacier"|"7846"|"Glacier"|"781800S"|"1625400E"|""|"01-JAN-1974"|""
"Kennedy Glacier"|"17394"|"Glacier"|"773847S"|"1621245E"|""|"01-JAN-1997"|""
"Kenney Glacier"|"7869"|"Glacier"|"632500S"|"0570200W"|""|"01-JAN-1963"|""
"Kent Glacier"|"7873"|"Glacier"|"825000S"|"1631000E"|""|"01-JAN-1966"|""
"Ketchum Glacier"|"7890"|"Glacier"|"750000S"|"0634500W"|""|""|""
"Keys Glacier"|"7902"|"Glacier"|"744800S"|"1140000W"|""|""|""
