" Feature Name"|"Antarctica ID"|"Class"|"Latitude"|"Longitude"|"Elevation (m)"|"Decision Year"|"Date Last Modified"|
"Chavez Glacier"|"18338"|"Glacier"|"735500S"|"1011500W"|""|"01-JAN-2003"|""
"Cheetham Ice Tongue"|"2703"|"Glacier"|"754500S"|"1625500E"|""|""|""
"Cherry Icefall"|"2711"|"Glacier"|"842700S"|"1674000E"|""|"01-JAN-1966"|""
"Chijire Glacier"|"2728"|"Glacier"|"680300S"|"0432300E"|""|"01-JAN-1964"|""
"Childs Glacier"|"2731"|"Glacier"|"832400S"|"0584000W"|""|"01-JAN-1968"|""
"Chinn Glacier"|"17634"|"Glacier"|"772753S"|"1621451E"|""|"01-JAN-1998"|"15-Jun-2008"
"Christensen Glacier"|"2759"|"Glacier"|"542800S"|"0032400E"|""|"01-JAN-1963"|""
"Christensen Glacier"|"2760"|"Glacier"|"542000S"|"0365200W"|""|"01-JAN-1957"|""
"Christiaensen Glacier"|"2766"|"Glacier"|"713200S"|"0353700E"|""|"01-JAN-1966"|""
"Christophersen Glacier"|"2778"|"Glacier"|"542500S"|"0364700W"|""|"01-JAN-1963"|""
"Christy Glacier"|"2781"|"Glacier"|"860600S"|"1613000W"|""|"01-JAN-1967"|""
"Chugunov Glacier"|"2782"|"Glacier"|"704300S"|"1630900E"|""|"01-JAN-1964"|""
"Church Glacier"|"2786"|"Glacier"|"715100S"|"1673400E"|""|"01-JAN-1970"|""
"Clark Glacier"|"2829"|"Glacier"|"772459S"|"1622205E"|""|"01-JAN-1962"|""
"Clarke Glacier"|"2827"|"Glacier"|"684800S"|"0665600W"|""|"01-JAN-1955"|""
"Clarke Glacier"|"2828"|"Glacier"|"753400S"|"1620500E"|""|""|""
"Clarke Glacier"|"18339"|"Glacier"|"751100S"|"1390600W"|""|"01-JAN-2003"|""
"Clarsach Glacier"|"2844"|"Glacier"|"695700S"|"0701700W"|""|""|""
"Clausen Glacier"|"2850"|"Glacier"|"761000S"|"1120300W"|""|"01-JAN-1975"|""
"Clausnitzer Glacier"|"2851"|"Glacier"|"740200S"|"1644100E"|""|"01-JAN-1968"|""
"Clayton Glacier"|"2855"|"Glacier"|"540400S"|"0372600W"|""|""|""
"Cleaves Glacier"|"2862"|"Glacier"|"825700S"|"1650000E"|""|"01-JAN-1966"|""
"Cleveland Glacier"|"2877"|"Glacier"|"765500S"|"1620100E"|""|""|""
"Clifford Glacier"|"2882"|"Glacier"|"702300S"|"0623000W"|""|"01-JAN-1953"|""
"Cline Glacier"|"2886"|"Glacier"|"714000S"|"0620000W"|""|"01-JAN-1976"|""
"Clio Glacier"|"17636"|"Glacier"|"772613S"|"1620220E"|""|"01-JAN-1998"|"15-Jun-2008"
"Clowes Glacier"|"2902"|"Glacier"|"725600S"|"0604100W"|""|"01-JAN-1953"|""
"Co-pilot Glacier"|"3113"|"Glacier"|"731100S"|"1642200E"|""|"01-JAN-1967"|""
"Cocks Glacier"|"2930"|"Glacier"|"784100S"|"1620000E"|""|"01-JAN-1962"|""
"Cohen Glacier"|"2937"|"Glacier"|"851200S"|"1641500W"|""|""|""
"Cole Glacier"|"2953"|"Glacier"|"684200S"|"0660600W"|""|"01-JAN-1962"|"06-Mar-1997"
"Coleman Glacier"|"2956"|"Glacier"|"754700S"|"1323300W"|""|"01-JAN-1974"|""
"Coley Glacier"|"2962"|"Glacier"|"640900S"|"0571400W"|""|"01-JAN-1963"|"07-Apr-2004"
"Collins Glacier"|"2971"|"Glacier"|"734100S"|"0655500E"|""|"01-JAN-1967"|""
"Colorado Glacier"|"2979"|"Glacier"|"855300S"|"1330500W"|""|"01-JAN-1967"|"06-Mar-1997"
"Comberiate Glacier"|"17073"|"Glacier"|"782100S"|"1621400E"|""|"01-JAN-1995"|"15-Jun-2008"
"Commanda Glacier"|"17638"|"Glacier"|"772937S"|"1624708E"|""|"01-JAN-1998"|"15-Jun-2008"
"Commandant Charcot Glacier"|"2996"|"Glacier"|"662500S"|"1363500E"|""|"01-JAN-1955"|""
"Commandant Charcot Glacier Tongue"|"2997"|"Glacier"|"662200S"|"1363500E"|""|"01-JAN-1962"|""
"Commonwealth Glacier"|"3002"|"Glacier"|"773332S"|"1631518E"|""|"01-JAN-1952"|""
"Compton Glacier"|"3009"|"Glacier"|"530300S"|"0733700E"|""|"01-JAN-1957"|""
"Comrie Glacier"|"3011"|"Glacier"|"654800S"|"0642000W"|""|"01-JAN-1955"|""
"Conchie Glacier"|"3015"|"Glacier"|"713600S"|"0671500W"|""|"01-JAN-1976"|""
"Condit Glacier"|"3019"|"Glacier"|"775249S"|"1624658E"|""|"01-JAN-1964"|""
"Conger Glacier"|"3039"|"Glacier"|"660200S"|"1033300E"|""|"01-JAN-1955"|""
"Conrow Glacier"|"3055"|"Glacier"|"773357S"|"1620713E"|""|"01-JAN-1969"|""
"Contell Glacier"|"17300"|"Glacier"|"623900S"|"0602200W"|""|"01-JAN-1995"|"22-Sep-1998"
"Cook Glacier"|"3085"|"Glacier"|"542700S"|"0361100W"|""|"01-JAN-1953"|""
"Cooke Glacier"|"18340"|"Glacier"|"724400S"|"0883400W"|""|"01-JAN-2003"|""
"Cooper Glacier"|"3100"|"Glacier"|"853000S"|"1643000W"|""|"01-JAN-1947"|""
"Coral Sea Glacier"|"3126"|"Glacier"|"723300S"|"1682700E"|""|"01-JAN-1962"|""
"Cordini Glacier"|"3138"|"Glacier"|"700100S"|"0623000W"|""|"01-JAN-1976"|""
"Corner Glacier"|"3153"|"Glacier"|"742700S"|"1634000E"|""|"01-JAN-1947"|""
"Cornwall Glacier"|"3169"|"Glacier"|"804700S"|"0261600W"|""|"01-JAN-1962"|"06-Mar-1997"
"Cornwall Glacier"|"3170"|"Glacier"|"830400S"|"1622000E"|""|"01-JAN-1966"|""
"Cosgrove Glacier"|"3194"|"Glacier"|"672900S"|"0591000E"|""|"01-JAN-1962"|""
"Cosmonaut Glacier"|"3196"|"Glacier"|"732600S"|"1643000E"|""|"01-JAN-1964"|""
"Cosmonette Glacier"|"3197"|"Glacier"|"733700S"|"1645100E"|""|"01-JAN-1967"|""
"Cotton Glacier"|"3201"|"Glacier"|"770700S"|"1614000E"|""|""|"14-Feb-2002"
"Coulston Glacier"|"3208"|"Glacier"|"722500S"|"1675800E"|""|"01-JAN-1970"|""
"Coulter Glacier"|"3210"|"Glacier"|"692000S"|"0714700W"|""|""|""
"Covert Glacier"|"3230"|"Glacier"|"775405S"|"1630541E"|""|"01-JAN-1992"|""
"Cox Glacier"|"3241"|"Glacier"|"721200S"|"1010200W"|""|"01-JAN-1960"|"28-Jan-2004"
"Cracktrack Glacier"|"3254"|"Glacier"|"714000S"|"1663000E"|""|""|""
"Craft Glacier"|"3257"|"Glacier"|"721200S"|"1012200W"|""|"01-JAN-1960"|"28-Jan-2004"
"Crane Glacier"|"3269"|"Glacier"|"652000S"|"0621500W"|""|"01-JAN-1952"|""
"Crawford Glacier"|"3285"|"Glacier"|"705300S"|"1631300E"|""|"01-JAN-1970"|"06-Mar-1997"
"Creagh Glacier"|"3287"|"Glacier"|"780025S"|"1611206E"|""|"01-JAN-1995"|""
"Crean Glacier"|"3292"|"Glacier"|"540800S"|"0370100W"|""|"01-JAN-1963"|""
"Crescent Glacier"|"3298"|"Glacier"|"774001S"|"1631234E"|""|"01-JAN-1960"|""
"Crisp Glacier"|"3314"|"Glacier"|"771115S"|"1620912E"|""|"01-JAN-1964"|""
"Croll Glacier"|"3323"|"Glacier"|"722900S"|"1671800E"|""|"01-JAN-1964"|""
"Cronus Glacier"|"3328"|"Glacier"|"685100S"|"0640400W"|""|"01-JAN-1962"|"06-Mar-1997"
"Croom Glacier"|"3334"|"Glacier"|"701800S"|"0622500W"|""|"01-JAN-1976"|""
"Crosswell Glacier"|"3347"|"Glacier"|"781700S"|"0852400W"|""|"01-JAN-1961"|""
"Crume Glacier"|"3371"|"Glacier"|"713300S"|"1692100E"|""|"01-JAN-1970"|""
"Cumbie Glacier"|"3401"|"Glacier"|"771300S"|"1541200W"|""|"01-JAN-1971"|""
"Cumpston Glacier"|"3405"|"Glacier"|"665900S"|"0650200W"|""|"01-JAN-1976"|""
"Cunningham Glacier"|"3413"|"Glacier"|"841600S"|"1734500E"|""|"01-JAN-1966"|""
"Cycle Glacier"|"17347"|"Glacier"|"770921S"|"1601833E"|""|"01-JAN-1996"|"23-Sep-1998"
"Daguerre Glacier"|"3450"|"Glacier"|"650700S"|"0632500W"|""|"01-JAN-1965"|""
"Dahe Glacier"|"18733"|"Glacier"|"771519S"|"1620056E"|""|"01-JAN-2005"|""
"Dale Glacier"|"3460"|"Glacier"|"781700S"|"1620200E"|""|"01-JAN-1963"|""
"Dalton Glacier"|"3482"|"Glacier"|"773300S"|"1522500W"|""|"01-JAN-1966"|""
"Dana Glacier"|"3491"|"Glacier"|"705500S"|"0622300W"|""|"01-JAN-1976"|""
"Dargomyzhsky Glacier"|"18803"|"Glacier"|"715000S"|"0705000W"|""|"01-JAN-2006"|""
"Darkowski Glacier"|"3516"|"Glacier"|"775218S"|"1622552E"|""|"01-JAN-1964"|""
"Darwin Glacier"|"3534"|"Glacier"|"795300S"|"1590000E"|""|"01-JAN-1962"|""
"Daspit Glacier"|"3539"|"Glacier"|"681000S"|"0654500W"|""|"01-JAN-1953"|""
"Dater Glacier"|"3541"|"Glacier"|"781700S"|"0843500W"|""|"01-JAN-1961"|"06-Mar-1997"
"David Glacier"|"3554"|"Glacier"|"751900S"|"1620000E"|""|"01-JAN-1947"|""
"Davidson Glacier"|"3560"|"Glacier"|"824900S"|"1660700E"|""|"01-JAN-1966"|""
"Davis Glacier"|"3582"|"Glacier"|"754500S"|"1621000E"|""|""|""
"Davisville Glacier"|"3598"|"Glacier"|"851700S"|"1283000W"|""|"01-JAN-1967"|""
"Dawson-Lambton Glacier"|"3603"|"Glacier"|"760800S"|"0264500W"|""|"01-JAN-1947"|""
"De Haven Glacier"|"3680"|"Glacier"|"670300S"|"1273200E"|""|"01-JAN-1955"|""
"DeAngelo Glacier"|"3626"|"Glacier"|"715400S"|"1701000E"|""|"01-JAN-1964"|""
"DeBreuck Glacier"|"3639"|"Glacier"|"825300S"|"1625000E"|""|"01-JAN-1966"|""
"DeGanahl Glacier"|"3671"|"Glacier"|"851300S"|"1703500W"|""|"01-JAN-1962"|""
"DeVicq Glacier"|"3801"|"Glacier"|"750000S"|"1310000W"|""|"01-JAN-1966"|""
"DeVries Glacier"|"3813"|"Glacier"|"802000S"|"1573000E"|""|"01-JAN-1965"|""
"DeWald Glacier"|"3814"|"Glacier"|"721900S"|"1670000E"|""|"01-JAN-1973"|""
"Deacock Glacier"|"3614"|"Glacier"|"531100S"|"0733100E"|""|"01-JAN-1968"|""
"Dead End Glacier"|"3618"|"Glacier"|"544700S"|"0355600W"|""|"01-JAN-1963"|""
"Deadmond Glacier"|"3620"|"Glacier"|"720100S"|"0962700W"|""|"01-JAN-1960"|"28-Jan-2004"
"Debenham Glacier"|"3635"|"Glacier"|"771052S"|"1622731E"|""|""|"06-Mar-1997"
"Deception Glacier"|"3649"|"Glacier"|"783300S"|"1583300E"|""|"01-JAN-1961"|""
"Decker Glacier"|"3653"|"Glacier"|"772746S"|"1624743E"|""|"01-JAN-1976"|""
"Defant Glacier"|"3668"|"Glacier"|"723200S"|"0613500W"|""|"01-JAN-1953"|"06-Mar-1997"
"Delinski Glacier"|"18685"|"Glacier"|"773035S"|"1602016E"|""|"01-JAN-2004"|""
"Delius Glacier"|"3694"|"Glacier"|"693700S"|"0710300W"|""|"01-JAN-1961"|""
"Della Pia Glacier"|"18840"|"Glacier"|"783400S"|"0850300W"|""|"01-NOV-2006"|""
"Delta Glacier"|"3702"|"Glacier"|"784200S"|"1612000E"|""|"01-JAN-1962"|""
"Deming Glacier"|"3723"|"Glacier"|"720000S"|"1683000E"|""|"01-JAN-1970"|""
"Demorest Glacier"|"3725"|"Glacier"|"672200S"|"0653500W"|""|"01-JAN-1952"|""
"Denman Glacier"|"3737"|"Glacier"|"664500S"|"0993000E"|""|"01-JAN-1947"|""
"Dennistoun Glacier"|"3740"|"Glacier"|"711100S"|"1680000E"|""|""|""
"Denton Glacier"|"3745"|"Glacier"|"772838S"|"1623528E"|""|"01-JAN-1962"|""
"Depot Glacier"|"3750"|"Glacier"|"632500S"|"0570300W"|""|"01-JAN-1952"|""
"Descent Glacier"|"3770"|"Glacier"|"775044S"|"1625228E"|""|"01-JAN-1962"|""
"Deville Glacier"|"3803"|"Glacier"|"644800S"|"0623500W"|""|"01-JAN-1965"|""
"Devils Glacier"|"3806"|"Glacier"|"862300S"|"1650000W"|""|""|""
"Dewdrop Glacier"|"3818"|"Glacier"|"770100S"|"1622200E"|""|"01-JAN-1952"|""
"Diamond Glacier"|"3828"|"Glacier"|"795100S"|"1590000E"|""|"01-JAN-1965"|""
"Dibble Glacier"|"3838"|"Glacier"|"661700S"|"1343600E"|""|"01-JAN-1955"|""
"Dibble Glacier Tongue"|"3839"|"Glacier"|"655000S"|"1350000E"|""|"01-JAN-1956"|""
"Dick Glacier"|"3848"|"Glacier"|"845300S"|"1755000W"|""|"01-JAN-1966"|""
"Dickey Glacier"|"3846"|"Glacier"|"813500S"|"1610000E"|""|"01-JAN-1965"|""
"Dilemma Glacier"|"3861"|"Glacier"|"784500S"|"1612500E"|""|"01-JAN-1962"|""
"Dinsmoor Glacier"|"3873"|"Glacier"|"642200S"|"0595900W"|""|"01-JAN-1964"|""
"Diplock Glacier"|"3878"|"Glacier"|"640300S"|"0585000W"|""|"01-JAN-1964"|""
"Discovery Glacier"|"17591"|"Glacier"|"782000S"|"1643000E"|""|"01-JAN-1999"|"06-Sep-2000"
"Dobbratz Glacier"|"3926"|"Glacier"|"792400S"|"0850500W"|""|"01-JAN-1966"|""
"Dolinnyy Glacier"|"19238"|"Glacier"|"730117S"|"0681430E"|""|"20-OCT-2009"|"07-Jan-2010"
"Domeyko Glacier"|"18546"|"Glacier"|"620400S"|"0582700W"|""|"01-JAN-2003"|"23-Jan-2004"
"Donnally Glacier"|"3977"|"Glacier"|"813700S"|"1591800E"|""|"01-JAN-1965"|""
"Donnellan Glacier"|"18841"|"Glacier"|"783600S"|"0854800W"|""|"01-NOV-2006"|""
"Doran Glacier"|"17372"|"Glacier"|"774326S"|"1624015E"|""|"01-JAN-1997"|""
"Dorchuck Glacier"|"3987"|"Glacier"|"744400S"|"1135600W"|""|""|""
"Dorrer Glacier"|"3992"|"Glacier"|"824100S"|"1630500E"|""|"01-JAN-1966"|""
"Doss Glacier"|"4002"|"Glacier"|"823000S"|"1622100E"|""|"01-JAN-1966"|""
"Double Curtain Glacier"|"4011"|"Glacier"|"773900S"|"1633102E"|""|"01-JAN-1964"|""
"Douglas Glacier"|"4023"|"Glacier"|"733100S"|"0614500W"|""|"01-JAN-1968"|""
"Downer Glacier"|"4047"|"Glacier"|"665800S"|"0562500E"|""|"01-JAN-1961"|""
"Downes Glacier"|"4048"|"Glacier"|"530200S"|"0733100E"|""|"01-JAN-1968"|""
"Doyle Glacier"|"4057"|"Glacier"|"660000S"|"0651800W"|""|"01-JAN-1971"|""
"Driscoll Glacier"|"4082"|"Glacier"|"794200S"|"0830000W"|""|"01-JAN-1966"|""
"Dromedary Glacier"|"4086"|"Glacier"|"781800S"|"1631000E"|""|"01-JAN-1963"|""
"Drummond Glacier"|"4091"|"Glacier"|"664000S"|"0654300W"|""|"01-JAN-1960"|""
"Drygalski Glacier"|"4105"|"Glacier"|"644300S"|"0604400W"|""|"01-JAN-1952"|""
"Drygalski Ice Tongue"|"4108"|"Glacier"|"752400S"|"1633000E"|""|"01-JAN-1947"|""
"DuBeau Glacier"|"4117"|"Glacier"|"662300S"|"1062700E"|""|"01-JAN-1955"|""
"Dugdale Glacier"|"4148"|"Glacier"|"713800S"|"1695000E"|""|""|""
"Dun Glacier"|"4171"|"Glacier"|"774753S"|"1621345E"|""|"01-JAN-1964"|""
"Dunn Glacier"|"4177"|"Glacier"|"733600S"|"1654600E"|""|"01-JAN-1969"|""
"Dålk Glacier"|"3464"|"Glacier"|"692600S"|"0762700E"|""|"01-JAN-1956"|""
"Earnshaw Glacier"|"4244"|"Glacier"|"684500S"|"0651100W"|""|"01-JAN-1965"|""
"Eastwind Glacier"|"17729"|"Glacier"|"773700S"|"1681600E"|""|"01-JAN-2000"|""
"Ebbe Glacier"|"4279"|"Glacier"|"710300S"|"1644500E"|""|"01-JAN-1964"|""
"Eclipse Glacier"|"4291"|"Glacier"|"542300S"|"0365000W"|""|""|""
"Ecology Glacier"|"18547"|"Glacier"|"621100S"|"0582800W"|""|"01-JAN-2003"|""
"Eden Glacier"|"4296"|"Glacier"|"661200S"|"0631500W"|""|"01-JAN-1952"|""
"Edge Glacier"|"4300"|"Glacier"|"822900S"|"0510700W"|""|"01-JAN-1968"|""
"Edgeworth Glacier"|"4305"|"Glacier"|"642300S"|"0595500W"|""|"01-JAN-1964"|""
"Edisto Glacier"|"4311"|"Glacier"|"722700S"|"1695300E"|""|"01-JAN-1962"|""
"Edwards Glacier"|"4334"|"Glacier"|"713500S"|"1603000E"|""|"01-JAN-1970"|""
"Egeberg Glacier"|"4352"|"Glacier"|"713400S"|"1695000E"|""|""|""
"Ekblad Glacier"|"4381"|"Glacier"|"830400S"|"1671700E"|""|"01-JAN-1966"|""
"El-Sayed Glacier"|"4467"|"Glacier"|"754000S"|"1415200W"|""|"01-JAN-1970"|""
"Elder Glacier"|"4396"|"Glacier"|"723500S"|"1684600E"|""|"01-JAN-1964"|""
"Eldred Glacier"|"4398"|"Glacier"|"615800S"|"0581600W"|""|"01-JAN-1960"|""
"Eliason Glacier"|"4426"|"Glacier"|"641500S"|"0592500W"|""|"01-JAN-1964"|""
"Ellen Glacier"|"4433"|"Glacier"|"781300S"|"0843000W"|""|"01-JAN-1961"|""
"Elliott Glacier"|"4442"|"Glacier"|"663300S"|"1151400E"|""|""|""
"Ellis Glacier"|"4454"|"Glacier"|"715800S"|"0241700E"|""|"01-JAN-1966"|""
"Embree Glacier"|"4484"|"Glacier"|"775900S"|"0851000W"|""|"01-JAN-1961"|"06-Mar-1997"
"Emmanuel Glacier"|"4498"|"Glacier"|"775510S"|"1620617E"|""|"01-JAN-1962"|""
"Endeavour Piedmont Glacier"|"17730"|"Glacier"|"772422S"|"1664237E"|""|"01-JAN-2000"|""
"Endurance Glacier"|"4517"|"Glacier"|"611000S"|"0550800W"|""|"01-JAN-1972"|""
"England Glacier"|"19248"|"Glacier"|"733014S"|"0682328E"|""|"20-OCT-2009"|"07-Jan-2010"
"Entrikin Glacier"|"4543"|"Glacier"|"804900S"|"1600000E"|""|"01-JAN-1965"|""
"Entuziasty Glacier"|"4545"|"Glacier"|"703000S"|"0143000E"|""|""|""
"Enyo Glacier"|"17641"|"Glacier"|"772847S"|"1620036E"|""|"01-JAN-1998"|"15-Jun-2008"
"Eos Glacier"|"17642"|"Glacier"|"772828S"|"1621101E"|""|"01-JAN-1998"|"15-Jun-2008"
"Epler Glacier"|"4554"|"Glacier"|"861500S"|"1610000W"|""|"01-JAN-1967"|""
"Erebus Glacier"|"4561"|"Glacier"|"774003S"|"1670544E"|""|"01-JAN-1972"|"06-Mar-1997"
"Erebus Glacier Tongue"|"4562"|"Glacier"|"774205S"|"1664318E"|""|"01-JAN-1964"|""
"Erickson Glacier"|"4570"|"Glacier"|"842500S"|"1795000W"|""|"01-JAN-1966"|""
"Eros Glacier"|"4576"|"Glacier"|"711800S"|"0682000W"|""|"01-JAN-1961"|"06-Mar-1997"
"Errant Glacier"|"4578"|"Glacier"|"822100S"|"1605800E"|""|"01-JAN-1966"|""
"Erskine Glacier"|"4584"|"Glacier"|"662900S"|"0654000W"|""|"01-JAN-1960"|"06-Mar-1997"
"Esmark Glacier"|"4604"|"Glacier"|"541300S"|"0371300W"|""|"01-JAN-1965"|""
"Eureka Glacier"|"4647"|"Glacier"|"694400S"|"0684500W"|""|"01-JAN-1955"|""
"Evans Glacier"|"4657"|"Glacier"|"650500S"|"0614000W"|""|"01-JAN-1960"|""
"Evans Glacier"|"4658"|"Glacier"|"834700S"|"1700000E"|""|"01-JAN-1966"|""
"Evans Piedmont Glacier"|"4668"|"Glacier"|"764400S"|"1624000E"|""|"01-JAN-1961"|""
"Evison Glacier"|"4681"|"Glacier"|"714100S"|"1635100E"|""|"01-JAN-1969"|""
"Evteev Glacier"|"4682"|"Glacier"|"785700S"|"1611200E"|""|"01-JAN-1965"|""
"Exodus Glacier"|"4693"|"Glacier"|"795000S"|"1562200E"|""|""|""
"Exum Glacier"|"4709"|"Glacier"|"733000S"|"0941400W"|""|"01-JAN-1963"|""
"Fahnestock Glacier"|"18341"|"Glacier"|"775300S"|"1494100W"|""|"01-JAN-2003"|"13-Aug-2003"
"Falkenhof Glacier"|"4736"|"Glacier"|"850200S"|"1720500E"|""|"01-JAN-1966"|""
"Falkner Glacier"|"19169"|"Glacier"|"734432S"|"1660103E"|""|"21-OCT-2008"|"18-Jan-2010"
"Fang Glacier"|"4760"|"Glacier"|"772727S"|"1670111E"|""|"01-JAN-1964"|""
"Farbo Glacier"|"4771"|"Glacier"|"755000S"|"1414500W"|""|"01-JAN-1972"|""
"Farmer Glacier"|"18491"|"Glacier"|"814700S"|"1594800E"|""|"01-JAN-2003"|""
"Fastook Glacier"|"18210"|"Glacier"|"790200S"|"1564500E"|""|"01-JAN-2001"|""
"Fegley Glacier"|"4811"|"Glacier"|"832400S"|"1672500E"|""|"01-JAN-1966"|""
"Fendley Glacier"|"4822"|"Glacier"|"711800S"|"1684700E"|""|"01-JAN-1964"|""
"Fendorf Glacier"|"4823"|"Glacier"|"793000S"|"0844900W"|""|"01-JAN-1966"|""
"Fenton Glacier"|"4829"|"Glacier"|"730300S"|"0614800W"|""|"01-JAN-1968"|""
"Fenwick Glacier"|"18784"|"Glacier"|"771619S"|"1614225E"|""|"01-JAN-2006"|""
"Ferguson Glacier"|"17644"|"Glacier"|"772753S"|"1625120E"|""|"01-JAN-1998"|"15-Jun-2008"
"Fergusson Glacier"|"4837"|"Glacier"|"693800S"|"1591000E"|""|"01-JAN-1964"|""
"Ferrar Glacier"|"4845"|"Glacier"|"774900S"|"1624151E"|""|"01-JAN-1947"|""
"Ferrigno Glacier"|"4854"|"Glacier"|"780800S"|"1615900E"|""|"01-JAN-1995"|""
"Field Glacier"|"4876"|"Glacier"|"670800S"|"0662400W"|""|"01-JAN-1965"|""
"Fiftyone Glacier"|"4885"|"Glacier"|"531100S"|"0733400E"|""|"01-JAN-1968"|""
"Finley Glacier"|"4923"|"Glacier"|"733500S"|"1653800E"|""|"01-JAN-1969"|""
"Finsterwalder Glacier"|"4929"|"Glacier"|"671900S"|"0662000W"|""|"01-JAN-1956"|""
"Fireman Glacier"|"4930"|"Glacier"|"774727S"|"1601611E"|""|"01-JAN-1992"|""
"Fisher Glacier"|"4943"|"Glacier"|"731500S"|"0660000E"|""|"01-JAN-1961"|""
"Fitch Glacier"|"4958"|"Glacier"|"720100S"|"1680700E"|""|"01-JAN-1964"|""
"Fitzgerald Glacier"|"4962"|"Glacier"|"733300S"|"1661500E"|""|"01-JAN-1967"|""
"Fitzpatrick Glacier"|"19407"|"Glacier"|"774918S"|"1600849E"|"2085"|"19-JUL-2011"|"03-Oct-2011"
"Flagstaff Glacier"|"4983"|"Glacier"|"620500S"|"0582600W"|""|"01-JAN-1960"|""
"Flanagan Glacier"|"4987"|"Glacier"|"792900S"|"0824200W"|""|"01-JAN-1967"|""
"Flask Glacier"|"4996"|"Glacier"|"654700S"|"0622500W"|""|"01-JAN-1963"|""
"Fleece Glacier"|"5013"|"Glacier"|"655400S"|"0631000W"|""|"01-JAN-1976"|""
"Fleming Glacier"|"5019"|"Glacier"|"692500S"|"0664000W"|""|"01-JAN-1947"|""
"Flint Glacier"|"5045"|"Glacier"|"672000S"|"0652500W"|""|"01-JAN-1952"|"07-Mar-1997"
"Flogeken Glacier"|"5048"|"Glacier"|"720400S"|"0042500E"|""|"01-JAN-1966"|"07-Mar-1997"
"Flynn Glacier"|"5072"|"Glacier"|"813100S"|"1592100E"|""|"01-JAN-1965"|"07-Mar-1997"
"Foggydog Glacier"|"5085"|"Glacier"|"794700S"|"1584000E"|""|"01-JAN-1965"|""
"Foley Glacier"|"18343"|"Glacier"|"715800S"|"1011000W"|""|"01-JAN-2003"|""
"Foolsmate Glacier"|"5105"|"Glacier"|"740100S"|"1615500E"|""|"01-JAN-1968"|""
"Forbes Glacier"|"5113"|"Glacier"|"674800S"|"0664400W"|""|"01-JAN-1956"|""
"Forbes Glacier"|"19227"|"Glacier"|"673909S"|"0622209E"|""|"20-OCT-2009"|"07-Jan-2010"
"Forel Glacier"|"5136"|"Glacier"|"672900S"|"0663000W"|""|"01-JAN-1956"|""
"Foreman Glacier"|"17312"|"Glacier"|"691800S"|"0712200W"|""|"01-JAN-1995"|"22-Sep-1998"
"Forman Glacier"|"5142"|"Glacier"|"843900S"|"1771000W"|""|"01-JAN-1966"|""
"Fortenberry Glacier"|"5155"|"Glacier"|"704800S"|"1665700E"|""|"01-JAN-1970"|""
"Fortuna Glacier"|"5164"|"Glacier"|"540600S"|"0365100W"|""|"01-JAN-1952"|""
"Foster Glacier"|"5184"|"Glacier"|"782400S"|"1625000E"|""|"01-JAN-1963"|""
"Fountain Glacier"|"18657"|"Glacier"|"774127S"|"1613824E"|""|"01-JAN-2004"|""
"Fourcade Glacier"|"18548"|"Glacier"|"621300S"|"0584000W"|""|"01-JAN-2003"|""
"Fowlie Glacier"|"5203"|"Glacier"|"714000S"|"1680400E"|""|""|""
"Fox Glacier"|"5206"|"Glacier"|"661500S"|"1142000E"|""|"01-JAN-1955"|""
"Frachat Glacier"|"18812"|"Glacier"|"690800S"|"0705800W"|""|"01-JAN-2006"|""
"Franca Glacier"|"5233"|"Glacier"|"682300S"|"0653400W"|""|""|""
"Frank Newnes Glacier"|"5258"|"Glacier"|"712800S"|"1691900E"|""|""|""
"Frankenfield Glacier"|"5251"|"Glacier"|"715200S"|"0981300W"|""|"01-JAN-1960"|"28-Jan-2004"
"Français Glacier"|"5239"|"Glacier"|"663300S"|"1381500E"|""|"01-JAN-1955"|""
"Français Glacier Tongue"|"5240"|"Glacier"|"663100S"|"1381500E"|""|"01-JAN-1962"|""
"Frazier Glacier"|"5263"|"Glacier"|"770500S"|"1612500E"|""|"01-JAN-1964"|""
"Freeman Glacier"|"5280"|"Glacier"|"661000S"|"1322400E"|""|"01-JAN-1955"|""
"Freimanis Glacier"|"5287"|"Glacier"|"720500S"|"1681500E"|""|"01-JAN-1964"|""
"Fricker Glacier"|"5301"|"Glacier"|"670300S"|"0650000W"|""|"01-JAN-1952"|""
"Friederichsen Glacier"|"5311"|"Glacier"|"663800S"|"0640900W"|""|"01-JAN-1952"|""
"Fritter Glacier"|"17693"|"Glacier"|"770754S"|"1623349E"|""|"01-JAN-2000"|""
"Frost Glacier"|"5347"|"Glacier"|"670500S"|"1290000E"|""|"01-JAN-1955"|""
"Frostman Glacier"|"5349"|"Glacier"|"750800S"|"1375700W"|""|"01-JAN-1974"|""
"Fry Glacier"|"5358"|"Glacier"|"763800S"|"1621800E"|""|""|""
"Fuerza Aérea Glacier"|"18541"|"Glacier"|"623000S"|"0593800W"|""|"01-JAN-2003"|""
"Funk Glacier"|"5393"|"Glacier"|"653400S"|"0634600W"|""|"01-JAN-1971"|""
"Furness Glacier"|"5397"|"Glacier"|"610600S"|"0545200W"|""|"01-JAN-1953"|""
"Gabites Glacier"|"18786"|"Glacier"|"772048S"|"1603202E"|""|"01-JAN-2006"|""
"Gain Glacier"|"5422"|"Glacier"|"710100S"|"0612500W"|""|"01-JAN-1976"|""
